placekey,location_name,latitude,longitude,street_address,city,region,zip,brands,safegraph_brand_ids,naics_code,wkt_area_sq_meters,date_range_start,poi_cbg,tract
zzw-226@3x5-4rj-99f,Aéropostale,47.674105,-117.207801,14700 E Indiana Ave Spc 1012,Spokane Valley,WA,99216,Aéropostale,SG_BRAND_3496cfebb9e7f746ed962ca33db7e5f4,448140,355,2020-01-01,530630117021,53063011702
224-222@8dj-f7k-9xq,DTR/VILLA,28.033866,-82.392797,9233 N 56th St,Temple Terrace,FL,33617,DTR/VILLA,SG_BRAND_ed2b7ad81adeb71c9859f1041a51c817,448140,532,2020-01-01,120570107021,12057010702
223-222@8g6-x48-249,Old Navy,33.649342,-83.992465,1564 Dogwood Dr SE Ste B,Conyers,GA,30013,Old Navy,SG_BRAND_b9051db14066a865167ed2cea172b3e2,448140,1391,2020-01-01,132470603053,13247060305
zzy-224@62j-sq6-xt9,Papa Gino's,42.311476,-71.364695,117 Mass Turnpike West,Natick,MA,1760,Papa Gino's,SG_BRAND_1ca5b4f944099e1a08d005b0e04e3543,722513,2136,2020-01-01,250173825001,25017382500
zzy-223@8fb-k7m-ghq,Hunt Brothers Pizza,31.020988,-96.113626,210 FM 39 South,Normangee,TX,77871,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,577,2020-01-01,483130003002,48313000300
zzw-222@8ts-zmz-jsq,Long John Silver's,33.410138,-111.684014,313 S Power Rd,Mesa,AZ,85206,Long John Silver's,SG_BRAND_290f637801d52214fff348be4e835e80,722513,278,2020-01-01,040134226261,04013422626
zzy-225@5wx-vqr-d5f,Fat Marty's,47.00933,-124.162236,749 Point Brown Ave NE Ste 2,Ocean Shores,WA,98569,,,722513,768,2020-01-01,530270002001,53027000200
zzw-222@5z5-3qs-f2k,Advanced Valet Services,34.045394,-118.263104,940 S Figueroa St,Los Angeles,CA,90015,,,812930,3121,2020-01-01,060372079002,06037207900
zzy-223@8g7-477-wff,SP Parking,33.757872,-84.398742,406 Andrew Young International Blvd NW,Atlanta,GA,30313,,,812930,107,2020-01-01,131210026001,13121002600
zzw-224@63r-6cp-fvf,SP Parking,38.898449,-77.01054,25 Massachusetts Ave NW,Washington,DC,20001,,,812930,10780,2020-01-01,110010047021,11001004702
zzw-223@646-fms-92k,LIDS,35.509907,-78.316399,1025 Industrial Park Dr Sp1100,Smithfield,NC,27577,LIDS,SG_BRAND_6679f28598318625b9e60f581a6df901,448150,382,2020-01-01,371010407002,37101040700
22b-225@5qs-zmw-nbk,Johnny Was,35.532883,-97.533147,5840 N Classen Blvd Ste C03C,Oklahoma City,OK,73118,Johnny Was,SG_BRAND_a07c26b1d1f45afb,448150,424,2020-01-01,401091001001,40109100100
228-222@5s7-2j3-649,Johnston Murphy Factory Outlet,42.702999,-83.301318,4714 Baldwin Rd,Auburn Hills,MI,48326,Johnston & Murphy,SG_BRAND_9e1966dcde8d1a4e43bbcad084560d20,448150,138,2020-01-01,261251405001,26125140500
zzw-224@8sc-wzm-wc5,LIDS,32.665169,-115.509147,888 W 2nd St # SPJ 160,Calexico,CA,92231,LIDS,SG_BRAND_6679f28598318625b9e60f581a6df901,448150,322,2020-01-01,060250122003,06025012200
zzy-223@5z4-zw9-zj9,UCLA Medical Plaza Parking Structure 1,34.064573,-118.447193,700 Gayley Ave,Los Angeles,CA,90024,,,812930,1949,2020-01-01,060372653011,06037265301
224-232@5z5-3r8-cwk,LAZ Parking Garage,34.101813,-118.344342,7083 Hollywood Blvd,Los Angeles,CA,90028,,,812930,1330,2020-01-01,060371901002,06037190100
zzy-224@5xc-k4h-snq,LIDS,45.657917,-122.583974,8700 Nevancouver Mall Dr 211,Vancouver,WA,98662,LIDS,SG_BRAND_6679f28598318625b9e60f581a6df901,448150,100,2020-01-01,530110411082,53011041108
zzy-223@5vg-7gw-v75,Post & Taylor Garage,37.787736,-122.411172,569 Taylor St,San Francisco,CA,94102,,,812930,10227,2020-01-01,060750123022,06075012302
22d-222@628-pmf-jvz,Park America,39.953572,-75.178123,12 S 23rd St,Philadelphia,PA,19103,,,812930,4795,2020-01-01,421010004011,42101000401
222-225@627-wc4-tn5,LM Liberty Parking,40.713214,-74.03556,33 Hudson St,Jersey City,NJ,7302,,,812930,2665,2020-01-01,340170074001,34017007400
zzw-22j@5vh-9zz-skf,Icing,37.694921,-121.929047,1466 Stoneridge Mall Rd,Pleasanton,CA,94588,Icing,SG_BRAND_695355865f0a16cf0f59fe6a04ba5913,448150,41253,2020-01-01,060014506021,06001450602
zzw-225@5xd-xv9-kcq,Hanesbrands,44.958635,-124.013018,1500 SE East Devils Lake Rd Ste 117,Lincoln City,OR,97367,Hanesbrands,SG_BRAND_b25af76821d74697c7bf6f194a5ec6aa,448150,461,2020-01-01,410419504002,41041950400
22f-222@8fw-777-td9,Sbarro,25.788805,-80.381786,11401 NW 12th St Ste 118,Miami,FL,33172,Sbarro,SG_BRAND_b9753c942e2efa5e5051a57e7d12c9bb,722513,130568,2020-01-01,120860090101,12086009010
222-223@64h-y4r-w49,Hunt Brothers Pizza,36.976025,-76.611114,1001 S Church St,Smithfield,VA,23430,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,415,2020-01-01,510932801041,51093280104
222-224@63d-5t6-wff,Parking Co of America,40.515582,-80.266214,701 Flaugherty Run Rd,Coraopolis,PA,15108,,,812930,15748,2020-01-01,420034520001,42003452000
227-222@63d-964-6kz,Indiana Borough Parking Garage,40.624073,-79.152384,650 Water St,Indiana,PA,15701,,,812930,7718,2020-01-01,420639610002,42063961000
zzw-22w@5z5-wnz-pd9,Maidenform,32.54384,-117.041646,4201 Camino de la Plz,San Ysidro,CA,92173,,,448150,308,2020-01-01,060730100094,06073010009
zzy-226@8sz-q47-xqz,Subway,31.451029,-98.569233,1110 Fisher St,Goldthwaite,TX,76844,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,317,2020-01-01,483339502002,48333950200
222-222@5qy-mf8-ndv,Pizza Hut,35.155979,-103.724478,2402 S 1st St,Tucumcari,NM,88401,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,722513,344,2020-01-01,350379586011,35037958601
222-222@8fy-8k4-dsq,Chuck E. Cheese's,28.454516,-81.470264,7419 International Dr,Orlando,FL,32819,Chuck E. Cheese's,SG_BRAND_9f98865dd23c60224183580b02814871,722513,1018,2020-01-01,120950170012,12095017001
23r-222@63v-b6v-y5f,Tost,41.476916,-81.786412,13427 Madison Ave,Lakewood,OH,44107,,,722513,665,2020-01-01,390351615003,39035161500
zzw-222@63s-qkm-zcq,Anderson's Country Store,39.525114,-75.167639,1141 Almond Rd,Elmer,NJ,8318,,,722513,209,2020-01-01,340330211023,34033021102
223-222@627-rvx-435,One Parking,40.778831,-73.780573,2 Bay Club Dr,Bayside,NY,11360,,,812930,5085,2020-01-01,360810997044,36081099704
zzy-222@63m-9nb-fvf,76 Truck Plaza,37.569574,-84.320166,151 N Dogwood Dr,Berea,KY,40403,,,812930,10303,2020-01-01,211510114002,21151011400
237-222@627-s8j-kmk,ParkWhiz,40.744885,-73.977552,221 E 33rd St Apt 1A,New York,NY,10016,,,812930,232,2020-01-01,360610070001,36061007000
229-222@5vg-7gs-4y9,Impark,37.781685,-122.431985,1310 Fillmore St,San Francisco,CA,94115,Impark,SG_BRAND_11feca234029d8c9,812930,4242,2020-01-01,060750159002,06075015900
223-222@5r7-k2g-5pv,Sonic,34.918229,-95.316875,503 Highway 2 N,Wilburton,OK,74578,Sonic,SG_BRAND_bb5459bf19132d4dc1340654c17331df,722513,354,2020-01-01,400770872004,40077087200
22f-223@627-s5m-jn5,Ilforno Inc,40.798867,-74.058233,1536 Paterson Plank Rd,Secaucus,NJ,7094,,,722513,72,2020-01-01,340170198002,34017019800
222-223@8gp-48d-b49,The Happy Grilled Cheese Mandarin,30.195984,-81.621812,9965 San Jose Blvd,Jacksonville,FL,32257,,,722513,502,2020-01-01,120310167262,12031016726
zzw-222@5pr-62v-gp9,Qdoba Mexican Grill,38.812332,-94.49267,1931 W Foxwood Dr,Raymore,MO,64083,Qdoba Mexican Grill,SG_BRAND_a8a4c5ffbc96276d7bbbabfa5bb2a076,722513,272,2020-01-01,290370603013,29037060301
234-222@8dj-dqv-mc5,Columbia Sportswear,28.189002,-82.391567,2300 Grand Cypress Dr Ste 170,Lutz,FL,33559,Columbia Sportswear,SG_BRAND_e26a47c89f50e9f9206e4cec893a57c9,448190,476,2020-01-01,121010320122,12101032012
229-222@63r-6nj-5pv,lululemon athletica,38.888307,-77.092549,2847 Clarendon Blvd Ste 150,Arlington,VA,22201,lululemon athletica,SG_BRAND_44427b89ae7ee3ac12514dd4cc220a1c,448190,194,2020-01-01,510131018011,51013101801
226-222@8g9-27y-yjv,Educational Outfitters,35.038709,-85.152777,2271 Gunbarrel Rd Ste 107,Chattanooga,TN,37421,Educational Outfitters,SG_BRAND_4cd2c5ced846d049,448190,885,2020-01-01,470650114462,47065011446
228-222@8fw-25x-92k,Dogma Grill,25.84017,-80.184498,7030 Biscayne Blvd,Miami,FL,33138,,,722513,85,2020-01-01,120860013025,12086001302
zzy-223@627-sft-8sq,Subway,41.041,-73.672393,3000 Merritt Parkway Northbound Service Plaza,Glenville,CT,6830,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,371,2020-01-01,090010101012,09001010101
22b-222@5z5-wwm-z2k,Little Caesars,32.645993,-117.002644,728 Otay Lakes Rd,Chula Vista,CA,91910,Little Caesars,SG_BRAND_3654ed70612445d52bf3b6f6546d1f23,722513,116,2020-01-01,060730134213,06073013421
223-222@8gm-dsc-yqf,Papa John's,33.388866,-84.820612,285 Temple Ave Ste E,Newnan,GA,30263,Papa John's,SG_BRAND_2bc3b742e1d5eb8993fb301179f1700b,722513,128,2020-01-01,130771702001,13077170200
zzw-224@5vh-8tq-g49,TOGO'S Sandwiches,37.249507,-121.831203,5677 Snell Ave,San Jose,CA,95123,,,722513,206,2020-01-01,060855120262,06085512026
222-229@5pw-5zv-rzf,LAZ Parking Garage,41.872552,-87.630807,730 S Clark St,Chicago,IL,60605,,,812930,9938,2020-01-01,170318390001,17031839000
222-22c@5s6-2z4-ht9,Claire's,42.077679,-86.425067,1400 Mall Dr,Benton Harbor,MI,49022,Claire's,SG_BRAND_773253c441b75634,448190,94,2020-01-01,260210021003,26021002100
22q-222@5z4-zw3-ffz,Tod's,34.068256,-118.402473,333 N Rodeo Dr,Beverly Hills,CA,90210,Tod's,SG_BRAND_e1650ebec6b4ba15,448190,263,2020-01-01,060377008013,06037700801
zzw-222@5x4-4t3-sdv,Papa John's,47.488952,-122.155419,4710 NE 4th St # C101,Renton,WA,98059,Papa John's,SG_BRAND_2bc3b742e1d5eb8993fb301179f1700b,722513,146,2020-01-01,530330251024,53033025102
225-222@5p8-9gf-2tv,KFC,47.491221,-94.897843,1210 Paul Bunyan Dr NW,Bemidji,MN,56601,KFC,SG_BRAND_75e52dcc790fbad91ae83227c0fb6e2f,722513,411,2020-01-01,270074507022,27007450702
222-224@63r-tk2-skf,Hunt Brothers Pizza,39.260788,-77.643212,12842 Berlin Tpke,Lovettsville,VA,20180,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,170,2020-01-01,511076101022,51107610102
zzw-226@8dk-mfw-y35,Burgundy Square Cafe,27.098706,-82.446954,227 Miami Ave W,Venice,FL,34285,,,722513,333,2020-01-01,121150024011,12115002401
227-224@8g6-ykz-99f,LAZ Parking Garage,33.811139,-84.392003,2061 Peachtree Rd NE,Atlanta,GA,30309,,,812930,1036,2020-01-01,131210091023,13121009102
222-223@5ps-39y-d35,LAZ Parking Garage,35.15213,-90.050966,255 N Main St,Memphis,TN,38103,,,812930,31644,2020-01-01,471570113001,47157011300
zzw-22d@63j-8k9-99f,Claire's,39.203004,-84.37742,7875 Montgomery Rd # L 133,Kenwood,OH,45236,Claire's,SG_BRAND_773253c441b75634,448190,139,2020-01-01,390610240015,39061024001
222-223@5vg-s6p-t7q,Claire's,38.423118,-121.402114,9170 W Stockton Blvd,Elk Grove,CA,95758,Claire's,SG_BRAND_773253c441b75634,448190,129,2020-01-01,060670096391,06067009639
zzw-222@5r8-z6j-6x5,Claire's,37.977614,-100.841433,2214 E Kansas Ave,Garden City,KS,67846,Claire's,SG_BRAND_773253c441b75634,448190,10829,2020-01-01,200559605071,20055960507
22f-222@5qy-dnh-dvz,Claire's,35.18368,-101.92862,7701 W Interstate 40 Ste 620,Amarillo,TX,79121,Claire's,SG_BRAND_773253c441b75634,448190,109,2020-01-01,483750117001,48375011700
zzw-223@63j-x7j-nyv,Long John Silver's,39.929774,-82.790008,1810 Winderly Ln,Pickerington,OH,43147,Long John Silver's,SG_BRAND_290f637801d52214fff348be4e835e80,722513,266,2020-01-01,390450327021,39045032702
223-222@5pb-fkx-ygk,McDonald's,44.339398,-93.949227,120 Saint Julien St,St. Peter,MN,56082,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,556,2020-01-01,271034803003,27103480300
223-222@63j-8zq-z75,LaRosa's,39.274425,-84.410517,11264 Lebanon Rd,Sharonville,OH,45241,LaRosa's,SG_BRAND_bd82269bc5d9db03fde2c005c77207ad,722513,341,2020-01-01,390610230011,39061023001
227-224@5xc-kcp-3qz,Tuxedo by Sarno,45.430949,-122.57127,8962 SE Sunnyside Rd,Clackamas,OR,97015,Tuxedo by Sarno,SG_BRAND_374fe5914caae134,448190,164,2020-01-01,410050221071,41005022107
234-223@8f2-56x-5fz,Claire's,34.660997,-92.408261,11201 Bass Pro Pkwy Ste M114,Little Rock,AR,72210,Claire's,SG_BRAND_773253c441b75634,448190,196,2020-01-01,051190041033,05119004103
zzw-223@5qv-xbc-ysq,Mission Linen and Uniform Service,32.783394,-97.049951,1010 Avenue R,Grand Prairie,TX,75050,,,448190,5759,2020-01-01,484391130011,48439113001
226-222@5yv-gqj-85f,Scrubs & Beyond,36.011481,-115.120089,9771 S Eastern Ave Ste 105,Las Vegas,NV,89183,Scrubs & Beyond,SG_BRAND_7bab2011649fd28a,448190,132,2020-01-01,320030028461,32003002846
222-222@63j-f73-qmk,KFC,39.642736,-84.225375,253 Springboro Pike,Miamisburg,OH,45449,KFC,SG_BRAND_75e52dcc790fbad91ae83227c0fb6e2f,722513,298,2020-01-01,391130501011,39113050101
zzw-222@8t2-2xr-kxq,Whataburger,29.143955,-98.156396,911 10th St,Floresville,TX,78114,Whataburger,SG_BRAND_c81e8621fe7764954e8d95f76a8b375c,722513,263,2020-01-01,484930003003,48493000300
zzw-22m@627-wrr-2p9,lululemon athletica,41.142554,-73.362005,69 Main St,Westport,CT,6880,lululemon athletica,SG_BRAND_44427b89ae7ee3ac12514dd4cc220a1c,448190,5105,2020-01-01,090010502002,09001050200
zzw-22d@5q9-b42-5s5,Subway,39.513818,-104.768358,11101 S Parker Rd # 2892,Parker,CO,80134,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,19392,2020-01-01,080350139051,08035013905
zzw-222@8gp-45y-9fz,904 Deli,30.194045,-81.577787,5285 Shad Rd Ste 307,Jacksonville,FL,32257,,,722513,308,2020-01-01,120310167221,12031016722
237-222@627-wbz-v9f,Laz Parking,40.708472,-74.002639,294 Pearl St,New York,NY,10038,,,812930,74240,2020-01-01,360610015013,36061001501
222-222@8gm-zss-p9z,Claire's,32.493822,-86.398426,145 Kelley Blvd Rm 700,Millbrook,AL,36054,Claire's,SG_BRAND_773253c441b75634,448190,21143,2020-01-01,010510310001,01051031000
222-224@8gb-27b-t35,Sushi Gourmet,35.023535,-85.155954,1814 Gunbarrel Rd,Chattanooga,TN,37421,Sushi Gourmet,SG_BRAND_29fa96de8eabf3f9,722513,2460,2020-01-01,470650113211,47065011321
22h-222@627-xhb-pvz,Bailey's Backyard,41.28184,-73.497415,23 Bailey Ave,Ridgefield,CT,6877,,,722513,2561,2020-01-01,090012453003,09001245300
226-222@8gj-y5v-ysq,Chicken Salad Chick,30.22092,-85.869721,100 Bluefish Dr Ste 103,Panama City Beach,FL,32413,Chicken Salad Chick,SG_BRAND_1df1f60c5c05569b,722513,276,2020-01-01,120050027032,12005002703
zzy-224@8gd-htc-jn5,Burger King,32.277205,-81.080428,Highway 17 & I 95,Hardeeville,SC,29927,Burger King,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,722513,405,2020-01-01,450539503003,45053950300
225-227@5pw-6qf-rhq,LAZ Parking Garage,41.960133,-87.647722,4250 N Marine Dr,Chicago,IL,60613,,,812930,5825,2020-01-01,170310314001,17031031400
zzw-222@627-s9w-bzf,Alliance parking JFK Airport,40.700375,-73.82147,87 45 130th St Richmond Hill,Richmond Hill,NY,11418,,,812930,2486,2020-01-01,360810142022,36081014202
222-224@63d-6mw-pqf,Claire's,40.138467,-79.845449,100 Sara Way Spc 130,Lynnwood-Pricedale,PA,15012,Claire's,SG_BRAND_773253c441b75634,448190,19828,2020-01-01,421298059011,42129805901
223-223@8fb-s6f-2rk,Pizza Hut,31.117902,-93.270866,2410 S 5th St,Leesville,LA,71446,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,722513,352,2020-01-01,221159505005,22115950500
zzw-222@8dg-ggh-ch5,Domino's Pizza,26.554722,-81.897681,8595 College Pkwy,Cypress Lake,FL,33919,Domino's Pizza,SG_BRAND_da46ad6f82825669a56b44d32564dff8,722513,474,2020-01-01,120710017013,12071001701
zzy-222@5z4-x84-vzz,Wendy's,34.574949,-118.044496,38104 47th St E,Palmdale,CA,93552,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,722513,1236,2020-01-01,060379107131,06037910713
226-222@5sb-xds-btv,Taco Bell,41.936011,-89.053559,1221 N Caron Rd,Rochelle,IL,61068,Taco Bell,SG_BRAND_748ba381dd81bb8de615319837ffa350,722513,203,2020-01-01,171419611002,17141961100
zzw-222@8gg-d68-n5z,Wendy's,35.584769,-80.872363,570 Brawley School Rd,Mooresville,NC,28117,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,722513,309,2020-01-01,370970614031,37097061403
222-224@8g7-9yy-gc5,Republic Parking System,33.478285,-81.967832,2 10th St,Augusta,GA,30901,,,812930,17290,2020-01-01,132450110002,13245011000
zzy-22b@5q6-mxt-mrk,Moncler,39.189064,-106.818692,Pitkin County 432 East Hyman Avenue,Aspen,CO,81611,Moncler,SG_BRAND_aaff7547d7ca1821,448190,274,2020-01-01,080970004022,08097000402
224-222@5qd-2dm-3t9,Carhartt,40.982667,-111.905845,825 W East Promontory,Farmington,UT,84025,Carhartt,SG_BRAND_6bd3d560a3af0bf611d53602e6c2d9e6,448190,303,2020-01-01,490111262021,49011126202
222-222@665-9cg-3kf,Claire's,43.029612,-77.44434,201 Eastview Mall,Victor,NY,14564,Claire's,SG_BRAND_773253c441b75634,448190,325,2020-01-01,360690501012,36069050101
226-222@8fy-8k7-kmk,Uniform Destination,28.467445,-81.452274,5265 International Dr,Orlando,FL,32819,Uniform Destination,SG_BRAND_4589ae24018ff94d,448190,280,2020-01-01,120950170011,12095017001
22w-222@8fc-f6z-cyv,Shoesmart,29.776262,-95.750262,561 S Mason Rd,Katy,TX,77450,,,448210,355,2020-01-01,482014546001,48201454600
226-222@5z4-rg3-gp9,Panda Express,34.036067,-117.912588,2260 S Azusa Ave Ste D,West Covina,CA,91792,Panda Express,SG_BRAND_4a453a402f10c481d2fe4cefaa1d2b09,722513,200,2020-01-01,060374080061,06037408006
222-223@5s4-5tc-vcq,Erbert & Gerbert's,44.484258,-87.969915,2235 Main St,Green Bay,WI,54302,Erbert & Gerbert's,SG_BRAND_a1dce3387cad75f7701366fe0b86f2f4,722513,369,2020-01-01,550090020022,55009002002
224-222@5z5-ppv-zfz,McDonald's,32.785774,-117.170151,6945 Linda Vista Rd,San Diego,CA,92111,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,325,2020-01-01,060730088002,06073008800
222-224@5py-m8q-mhq,Hunt Brothers Pizza,38.488361,-84.590653,1690 Owenton Rd,Corinth,KY,41010,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,100,2020-01-01,210819204001,21081920400
226-222@8f3-fwr-snq,Williams Engineering,30.675258,-88.188946,6300 Piccadilly Square Dr,Mobile,AL,36609,,,8111,420,2020-01-01,010970037042,01097003704
222-222@5px-8z5-rhq,Brakeway,38.164288,-85.83127,5206 Dixie Hwy,Louisville,KY,40216,,,8111,474,2020-01-01,211110125022,21111012502
222-222@628-g3s-rff,Hunter Speed Motors,40.619571,-75.434809,1312 E Tilghman St,Allentown,PA,18109,,,8111,504,2020-01-01,420770001024,42077000102
zzw-222@646-fxd-py9,Performance Muffler,35.706214,-77.951462,2906 Forest Hills Rd SW,Wilson,NC,27893,,,8111,489,2020-01-01,371950004004,37195000400
zzw-223@5xs-cqk-z9f,Matteson's Auto Repair,36.619871,-121.917979,234 Grand Ave,Pacific Grove,CA,93950,,,8111,885,2020-01-01,060530123021,06053012302
227-223@63g-9y6-zfz,Auto Trim Design,38.022697,-78.469283,1303 Carlton Ave,Charlottesville,VA,22902,,,8111,1183,2020-01-01,515400004023,51540000402
zzy-222@629-9m2-s89,Dairy Queen,40.803032,-72.856943,1143 Montauk Highway,Shirley,NY,11967,Dairy Queen,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,722513,1194,2020-01-01,361031594044,36103159404
222-222@8dg-gjb-vvf,Jimmy John's,26.506233,-81.908573,16240 Summerlin Rd Ste 301,Fort Myers,FL,33908,Jimmy John's,SG_BRAND_a04f493d784143c9b21b2689e32fd0d1,722513,477,2020-01-01,120710019062,12071001906
223-222@5qv-xkr-bp9,Foot Locker,33.09797,-96.812867,2601 Preston Rd Ste 1252,Frisco,TX,75034,Foot Locker,SG_BRAND_3bbe7681bc7a60ed3d22764734cb699a,448210,415,2020-01-01,480850305051,48085030505
222-22c@5yw-6cf-kvf,Nine West,39.531302,-119.722305,1180 Scheels Dr,Sparks,NV,89434,,,448210,166,2020-01-01,320310031012,32031003101
235-259@5qw-w2k-s3q,WSS,32.684949,-97.322102,4200 South Fwy,Fort Worth,TX,76115,WSS,SG_BRAND_88214b93cb66c6aa015b8486e3e65cba,448210,279,2020-01-01,484391045032,48439104503
22k-222@5z5-3rs-rc5,Cool Apparel,34.041857,-118.237079,1101 E 5th St,Los Angeles,CA,90013,,,448210,998,2020-01-01,060372060311,06037206031
zzy-222@8gn-zwh-x5z,Shabba Shoes & Things,30.35721,-81.638092,1230 E 21st St,Jacksonville,FL,32206,,,448210,1236,2020-01-01,120310002002,12031000200
226-222@5pw-69x-k75,Mr D's Shish Kabobs,41.931035,-87.792836,6656 W Diversey Ave,Chicago,IL,60707,,,722513,77,2020-01-01,170311801002,17031180100
223-22c@8fw-2rf-54v,Eilat Cafe,26.332463,-80.150664,6853 SW 18th St,Boca Raton,FL,33433,,,722513,1372,2020-01-01,120990076142,12099007614
223-222@63p-trf-v2k,Wendy's,40.480728,-78.402035,301 E Plank Rd,Altoona,PA,16602,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,722513,209,2020-01-01,420131012004,42013101200
228-224@62j-shy-yqf,Lafayette Place Garage,42.353535,-71.061104,1 Avenue de Lafayette,Boston,MA,2111,,,812930,31839,2020-01-01,250250701012,25025070101
222-222@8f3-fwk-m6k,Bebo's Car Wash,30.689492,-88.190219,6377 Old Shell Rd,Mobile,AL,36608,,,8111,552,2020-01-01,010970036062,01097003606
223-222@5wn-wmr-xh5,XLNT Automotive,44.278812,-121.161931,601 E Antler Ave Ste 132,Redmond,OR,97756,,,8111,16702,2020-01-01,410170008004,41017000800
222-222@63r-swh-c89,European Auto Works,38.996401,-77.451174,44819 Acacia Ln,Ashburn,VA,20166,,,8111,3583,2020-01-01,511076110203,51107611020
228-223@5qb-9zr-ks5,Freedom Xpress,40.228675,-111.661916,355 S Freedom Blvd,Provo,UT,84601,,,8111,317,2020-01-01,490490024001,49049002400
224-222@5qy-y4w-x89,Papa Murphy's,34.437641,-103.197059,3900 N Prince St,Clovis,NM,88101,Papa Murphy's,SG_BRAND_c84f3e1418c1e4a400bc97e55dd04c31,722513,94,2020-01-01,350090003011,35009000301
zzw-224@8fw-25k-sdv,Papa John's,25.856614,-80.184572,8849 Biscayne Blvd,Miami Shores,FL,33138,Papa John's,SG_BRAND_2bc3b742e1d5eb8993fb301179f1700b,722513,145,2020-01-01,120860012061,12086001206
zzy-222@63q-2gb-kj9,LAZ Parking Garage,42.089077,-76.806221,101 W Gray St,Elmira,NY,14901,,,812930,5608,2020-01-01,360150007002,36015000700
24t-222@5pr-38q-5cq,Clayton Valet,39.143578,-94.577617,2024 Swift Ave Ste 207,North Kansas City,MO,64116,,,812930,1210,2020-01-01,290470221001,29047022100
zzy-222@8dj-k86-3h5,Underground Station,27.793579,-82.733199,2399 Tyrone Square,Saint Petersburg,FL,33710,,,448210,113,2020-01-01,121030225023,12103022502
225-222@5vg-7fy-v9f,Erica Tanov,37.869185,-122.300173,1827 4th St,Berkeley,CA,94710,,,448210,132,2020-01-01,060014220002,06001422000
227-222@8fw-2zc-6hq,New Balance Factory Store Sunrise,26.153813,-80.321917,2610 Sawgrass Mills Cir,Sunrise,FL,33323,New Balance,SG_BRAND_17d359918fd3a6a893423f72a0898e3f,448210,152,2020-01-01,120110601204,12011060120
